id,product_name,price_bdt,text
2657,বসুন্ধরা কলম,20,"কলম। মসৃণ লেখার জন্য। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 20 টাকা"
2658,সিঙ্গার নুডুলস,83,"নুডুলস। সুস্বাদু ও পুষ্টিকর খাবার। সিঙ্গার ব্র্যান্ডের গুণগত মানের পণ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 83 টাকা"
2659,সিঙ্গার ব্লুটুথ ইয়ারফোন,3037,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। এই পণ্যের সিঙ্গার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 3037 টাকা"
2660,ওয়ালটন জৈব সার,711,জৈব সার। মাটির উর্বরতা বাড়ায়। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 711 টাকা
2661,সিঙ্গার গামলা,255,"গামলা। বহুমুখী ব্যবহারের জন্য। সিঙ্গার ব্র্যান্ডের গুণগত মানের পণ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। স্টক সীমিত, তাই এখনই অর্ডার করুন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 255 টাকা"
2662,পারটেক্স থার্মোস ফ্লাস্ক,1107,থার্মোস ফ্লাস্ক। গরম ও ঠান্ডা পানীয় সংরক্ষণে। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 1107 টাকা
2663,ওয়ালটন দুধ,123,"দুধ। তাজা পাস্তুরিত দুধ। ওয়ালটন ব্র্যান্ডের গুণগত মানের পণ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 123 টাকা"
2664,ভিশন হলুদ গুঁড়া,109,"হলুদ গুঁড়া। খাঁটি হলুদ গুঁড়া। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 109 টাকা"
2665,প্রাণ চা,430,"চা। সুগন্ধি চা পাতা। প্রাণ ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 430 টাকা"
2666,রহিম আফরোজ দুধ,147,"দুধ। তাজা পাস্তুরিত দুধ। রহিম আফরোজ ব্র্যান্ডের গুণগত মানের পণ্য। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 147 টাকা"
2667,আকিজ ক্রিম,327,"ক্রিম। ত্বক উজ্জ্বল করে। এই পণ্যের আকিজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 327 টাকা"
2668,ভিশন হলুদ গুঁড়া,189,হলুদ গুঁড়া। খাঁটি হলুদ গুঁড়া। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 189 টাকা
2669,এসিআই চিনি,185,"চিনি। পরিশোধিত সাদা চিনি। এই পণ্যের এসিআই ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 185 টাকা"
2670,নেসলে পারফিউম,2297,"পারফিউম। সুগন্ধি পারফিউম। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। স্টক সীমিত, তাই এখনই অর্ডার করুন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 2297 টাকা"
2671,ওয়ালটন ঘি,645,"ঘি। খাঁটি গাওয়া ঘি। ওয়ালটন ব্র্যান্ডের গুণগত মানের পণ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 645 টাকা"
2672,মেঘনা লিপস্টিক,318,"লিপস্টিক। দীর্ঘস্থায়ী রঙিন লিপস্টিক। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 318 টাকা"
2673,আকিজ ক্রিম,375,"ক্রিম। ত্বক উজ্জ্বল করে। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 375 টাকা"
2674,ইউনিলিভার স্মার্টফোন কভার,190,"স্মার্টফোন কভার। ফোন সুরক্ষায় টেকসই কভার। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 190 টাকা"
2675,আকিজ সাবান,43,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 43 টাকা"
2676,রহিম আফরোজ পারফিউম,1178,"পারফিউম। সুগন্ধি পারফিউম। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 1178 টাকা"
2677,মেঘনা প্রেসার কুকার,2099,"প্রেসার কুকার। দ্রুত রান্নায় কার্যকর। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 2099 টাকা"
2678,সিঙ্গার বিস্কুট,47,"বিস্কুট। সুস্বাদু ক্রিম বিস্কুট। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 47 টাকা"
2679,আবুল খায়ের থার্মোস ফ্লাস্ক,1560,"থার্মোস ফ্লাস্ক। গরম ও ঠান্ডা পানীয় সংরক্ষণে। এই পণ্যের আবুল খায়ের ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 1560 টাকা"
2680,সিঙ্গার লিপস্টিক,284,"লিপস্টিক। দীর্ঘস্থায়ী রঙিন লিপস্টিক। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 284 টাকা"
2681,ভিশন মরিচ গুঁড়া,211,মরিচ গুঁড়া। ঝাল মরিচের গুঁড়া। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 211 টাকা
2682,বসুন্ধরা পানীয়,133,"পানীয়। ঠান্ডা ও সতেজ পানীয়। বসুন্ধরা ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 133 টাকা"
2683,মেঘনা এয়ার ফ্রেশনার,375,"এয়ার ফ্রেশনার। ঘর সুগন্ধময় করে। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। স্টক সীমিত, তাই এখনই অর্ডার করুন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 375 টাকা"
2684,সিঙ্গার বালিশ,545,"বালিশ। আরামদায়ক ঘুমের জন্য। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 545 টাকা"
2685,পারটেক্স টর্চলাইট,1014,টর্চলাইট। উজ্জ্বল আলোর টর্চ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 1014 টাকা
2686,স্কয়ার তোয়ালে,461,"তোয়ালে। উচ্চমানের সুতার তোয়ালে। এই পণ্যের স্কয়ার ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রোডাক্টটির মূল্য 461 টাকা"
2687,রহিম আফরোজ টুথপেস্ট,61,"টুথপেস্ট। দাঁত সুরক্ষায় কার্যকর। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 61 টাকা"
2688,ওয়ালটন চিনি,118,"চিনি। পরিশোধিত সাদা চিনি। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 118 টাকা"
2689,রহিম আফরোজ প্রোটিন পাউডার,1274,"প্রোটিন পাউডার। মাংসপেশি গঠনে সহায়ক। এই পণ্যের রহিম আফরোজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 1274 টাকা"
2690,নেসলে সাবান,91,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। নেসলে ব্র্যান্ডের গুণগত মানের পণ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 91 টাকা"
2691,সিঙ্গার ঘড়ি,1992,"ঘড়ি। আধুনিক ডিজাইনের হাতঘড়ি। সিঙ্গার ব্র্যান্ডের গুণগত মানের পণ্য। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। প্রোডাক্টটির মূল্য 1992 টাকা"
2692,পারটেক্স ব্লুটুথ ইয়ারফোন,3039,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। পারটেক্স ব্র্যান্ডের গুণগত মানের পণ্য। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। স্টক সীমিত, তাই এখনই অর্ডার করুন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 3039 টাকা"
2693,রহিম আফরোজ ননস্টিক প্যান,2206,"ননস্টিক প্যান। রান্নায় তেল কম লাগে। এই পণ্যের রহিম আফরোজ ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রোডাক্টটির মূল্য 2206 টাকা"
2694,নেসলে টুথপেস্ট,191,"টুথপেস্ট। দাঁত সুরক্ষায় কার্যকর। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। স্টক সীমিত, তাই এখনই অর্ডার করুন। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 191 টাকা"
2695,বসুন্ধরা চাল,105,"চাল। প্রিমিয়াম মানের চাল। এই পণ্যের বসুন্ধরা ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। স্টক সীমিত, তাই এখনই অর্ডার করুন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 105 টাকা"
2696,স্কয়ার মশার কয়েল,54,"মশার কয়েল। মশা তাড়াতে কার্যকর। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 54 টাকা"
2697,এসিআই প্রোটিন পাউডার,3367,"প্রোটিন পাউডার। মাংসপেশি গঠনে সহায়ক। এসিআই ব্র্যান্ডের গুণগত মানের পণ্য। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 3367 টাকা"
2698,এসিআই মশার কয়েল,143,"মশার কয়েল। মশা তাড়াতে কার্যকর। এসিআই ব্র্যান্ডের গুণগত মানের পণ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। প্রোডাক্টটির মূল্য 143 টাকা"
2699,মেঘনা চা,161,"চা। সুগন্ধি চা পাতা। মেঘনা ব্র্যান্ডের গুণগত মানের পণ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। প্রোডাক্টটির মূল্য 161 টাকা"
2700,এসিআই আটা,176,"আটা। গমের আটা, রুটি তৈরিতে উপযুক্ত। এই পণ্যের এসিআই ওয়ারেন্টি রয়েছে, ক্রয়ের পর সার্ভিস সুবিধা পাবেন। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 176 টাকা"
2701,মেঘনা ক্যালকুলেটর,562,"ক্যালকুলেটর। সঠিক হিসাবের জন্য। মেঘনা ব্র্যান্ডের গুণগত মানের পণ্য। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। প্রোডাক্টটির মূল্য 562 টাকা"
2702,ইউনিলিভার সাবান,125,"সাবান। ত্বকের যত্নে ব্যবহৃত হয়। ইউনিলিভার ব্র্যান্ডের গুণগত মানের পণ্য। ডিলাক্স কোয়ালিটির এই পণ্যটি দীর্ঘস্থায়ী এবং টেকসই উপাদান দিয়ে তৈরি। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। প্রতিটি পণ্য কঠোর মান নিয়ন্ত্রণ প্রক্রিয়ার মধ্য দিয়ে যায়। প্রোডাক্টটির মূল্য 125 টাকা"
2703,আবুল খায়ের টুথপেস্ট,99,"টুথপেস্ট। দাঁত সুরক্ষায় কার্যকর। আবুল খায়ের ব্র্যান্ডের গুণগত মানের পণ্য। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। গ্রাহকদের রিভিউ অনুযায়ী এটি ৪.৫ স্টার রেটিং পেয়েছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। প্রোডাক্টটির মূল্য 99 টাকা"
2704,রহিম আফরোজ ব্লুটুথ ইয়ারফোন,3193,"ব্লুটুথ ইয়ারফোন। উচ্চমানের সাউন্ড কোয়ালিটি। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 3193 টাকা"
2705,মেঘনা ছাতা,273,"ছাতা। বৃষ্টি ও রোদে সুরক্ষা। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। বিশেষ উপলক্ষে উপহার হিসেবে দিতে পারেন, গিফট র্যাপিং সুবিধা আছে। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ক্যাশ অন ডেলিভারি, বিকাশ, নগদ ও কার্ডে পেমেন্ট গ্রহণযোগ্য। স্টক সীমিত, তাই এখনই অর্ডার করুন। প্রোডাক্টটির মূল্য 273 টাকা"
2706,মেঘনা মুরগি,291,"মুরগি। তাজা দেশি মুরগি। এই পণ্যে ১ বছরের সার্ভিস ওয়ারেন্টি প্রযোজ্য। দ্রুত ডেলিভারি পাওয়া যায়, সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। সারা বাংলাদেশে হোম ডেলিভারি সুবিধা। ১০০% অরিজিনাল পণ্য, নকলের বিরুদ্ধে গ্যারান্টি। প্রোডাক্টটির মূল্য 291 টাকা"
2707,স্কয়ার দুধ,99,"দুধ। তাজা পাস্তুরিত দুধ। এই পণ্যে ৬ মাসের রিপ্লেসমেন্ট গ্যারান্টি রয়েছে। এই পণ্যটি বাংলাদেশের বাজারে অত্যন্ত জনপ্রিয় এবং বহুল ব্যবহৃত। স্টক সীমিত, তাই এখনই অর্ডার করুন। পরিবেশবান্ধব প্যাকেজিংয়ে পাঠানো হয়, নিরাপদ ও সুরক্ষিত। বিশেষ অফার: একসাথে দুটি কিনলে অতিরিক্ত ১০% ছাড় পাবেন। প্রোডাক্টটির মূল্য 99 টাকা"
